player_id,name,team_id,l7_ab,l7_h,l7_hr,l7_rbi,l7_k,l7_bb,l7_avg,l7_ops,l14_ab,l14_h,l14_hr,l14_avg,l14_ops,sea_ab,sea_h,sea_hr,sea_avg,sea_ops,l5_hr,l10_hr,l5_h,l10_h,l10_tb,l5_tb,sea_k_pct,l14_k_pct,l15_k_pct,sea_k,sea_pa
664954,Brett Sullivan,115,15,2,1,2,2,1,0.133,0.521,31,8,3,0.258,0.829,108,23,4,0.213,0.628,0,3,1,6,15,1,0.195,0.125,0.118,22,113
666397,Edouard Julien,115,19,5,0,1,5,5,0.263,0.785,33,9,0,0.273,0.733,190,44,2,0.232,0.644,0,0,5,6,8,7,0.265,0.2,0.205,58,219
694249,Cole Carrigg,115,22,7,0,3,6,4,0.318,0.832,45,12,1,0.267,0.789,60,16,3,0.267,0.871,0,0,5,9,12,7,0.214,0.204,0.207,15,70
691720,Kyle Karros,115,19,7,1,5,7,2,0.368,1.113,37,14,2,0.378,1.128,231,59,5,0.255,0.74,1,2,5,9,18,10,0.217,0.2,0.182,57,263
678662,Ezequiel Tovar,115,22,3,1,2,5,1,0.136,0.492,48,8,1,0.167,0.471,276,57,6,0.207,0.576,0,1,2,5,9,3,0.284,0.32,0.333,83,292
664983,Jake McCarthy,115,29,11,1,8,3,1,0.379,1.124,55,21,2,0.382,1.059,229,70,6,0.306,0.844,1,2,9,16,31,17,0.181,0.105,0.113,44,243
681624,Andy Pages,119,29,8,1,3,7,4,0.276,0.778,57,13,1,0.228,0.663,327,88,16,0.269,0.803,1,1,5,10,16,9,0.204,0.203,0.217,72,353
687859,Troy Johnston,115,17,6,0,2,2,2,0.353,0.833,38,13,1,0.342,0.932,253,79,3,0.312,0.807,0,0,4,6,7,4,0.177,0.091,0.104,49,277
666160,Mickey Moniak,115,19,2,0,3,5,0,0.105,0.21,39,4,0,0.103,0.253,169,44,12,0.26,0.852,0,0,1,2,2,1,0.251,0.2,0.182,45,179
696100,Hunter Goodman,115,30,8,5,9,10,1,0.267,1.09,56,16,8,0.286,1.06,302,74,26,0.245,0.849,5,5,6,8,24,22,0.333,0.241,0.274,109,327
663656,Kyle Tucker,119,24,6,1,4,9,2,0.25,0.683,48,13,2,0.271,0.748,289,70,7,0.242,0.72,1,1,6,9,12,9,0.215,0.259,0.288,71,330
650489,Willi Castro,115,32,8,1,1,11,1,0.25,0.617,55,16,3,0.291,0.862,256,70,6,0.273,0.733,1,1,6,9,13,9,0.263,0.274,0.258,74,281
642020,Chuckie Robinson,119,19,2,0,1,4,0,0.105,0.21,19,2,0,0.105,0.21,19,2,0,0.105,0.21,0,0,2,2,2,2,0.211,0.211,0.211,4,19
669743,Alex Call,119,16,5,1,2,2,2,0.312,0.889,27,8,1,0.296,0.794,105,28,1,0.267,0.707,1,1,5,6,9,8,0.149,0.161,0.188,18,121
687221,Dalton Rushing,119,20,3,1,2,6,2,0.15,0.527,45,7,1,0.156,0.544,150,37,9,0.247,0.792,1,1,3,5,9,6,0.271,0.294,0.321,45,166
605141,Mookie Betts,119,30,10,3,8,4,2,0.333,1.042,57,19,5,0.333,1.026,200,47,11,0.235,0.727,3,4,8,15,29,18,0.13,0.131,0.152,28,216
690976,Alex Freeland,119,20,5,0,0,5,3,0.25,0.648,39,9,0,0.231,0.6,173,40,3,0.231,0.642,0,0,2,7,8,3,0.287,0.341,0.348,56,195
701162,Ben Malgeri,116,10,2,0,1,4,2,0.2,0.533,10,2,0,0.2,0.533,10,2,0,0.2,0.533,0,0,2,2,2,2,0.333,0.333,0.333,4,12
671289,Tyler Freeman,115,24,8,0,2,6,0,0.333,0.708,48,13,0,0.271,0.633,185,51,3,0.276,0.677,0,0,4,10,11,5,0.144,0.2,0.185,28,194
681198,TJ Rumfield,115,28,12,0,3,4,4,0.429,1.036,56,20,4,0.357,1.071,293,86,12,0.294,0.851,0,2,9,16,25,12,0.148,0.131,0.123,48,325
669242,Tommy Edman,119,21,6,0,4,5,3,0.286,0.804,33,11,0,0.333,0.86,33,11,0,0.333,0.86,0,0,4,11,15,7,0.189,0.189,0.189,7,37
660271,Shohei Ohtani,119,30,9,2,7,9,3,0.3,0.864,50,13,5,0.26,0.933,293,87,18,0.297,0.954,1,3,8,11,20,11,0.239,0.271,0.254,83,348
500743,Miguel Rojas,119,11,4,0,1,0,0,0.364,0.909,22,9,1,0.409,1.14,119,33,2,0.277,0.715,0,1,4,6,11,6,0.109,0.042,0.036,14,128
518692,Freddie Freeman,119,28,13,1,6,6,4,0.464,1.245,52,19,3,0.365,1.074,310,90,13,0.29,0.867,0,1,9,14,21,11,0.167,0.148,0.152,59,353
606192,Teoscar Hernández,119,24,9,1,6,7,2,0.375,0.923,49,18,3,0.367,1.027,186,52,7,0.28,0.781,0,2,5,11,18,5,0.283,0.264,0.246,58,205
668670,Jake Rogers,116,20,4,1,2,6,2,0.2,0.623,38,5,1,0.132,0.461,71,11,1,0.155,0.485,0,1,2,4,7,2,0.321,0.341,0.319,25,78
701678,Hao-Yu Lee,116,21,8,1,3,5,2,0.381,1.006,43,15,1,0.349,0.866,128,33,3,0.258,0.682,1,1,5,10,15,9,0.261,0.244,0.234,35,134
571970,Max Muncy,119,30,8,1,6,7,1,0.267,0.79,47,11,1,0.234,0.691,260,69,17,0.265,0.867,1,1,6,10,17,11,0.236,0.212,0.193,70,296
693307,Dillon Dingler,116,26,6,1,4,8,1,0.231,0.682,54,16,3,0.296,0.846,290,76,19,0.262,0.844,1,3,3,10,21,7,0.224,0.273,0.288,70,313
681546,James Outman,116,18,3,1,3,9,3,0.167,0.619,31,6,2,0.194,0.673,95,16,2,0.168,0.535,1,1,3,5,8,6,0.433,0.457,0.486,45,104
656716,Zach McKinstry,116,27,8,1,3,3,2,0.296,0.789,45,11,1,0.244,0.706,178,35,3,0.197,0.583,1,1,6,11,18,10,0.175,0.163,0.154,35,200
663330,Jahmai Jones,116,8,2,0,0,5,1,0.25,0.583,22,2,0,0.091,0.258,93,13,2,0.14,0.449,0,0,1,2,2,1,0.33,0.417,0.4,34,103
681481,Kerry Carpenter,116,20,6,2,6,5,2,0.3,1.014,39,9,3,0.231,0.799,174,41,12,0.236,0.794,2,2,6,7,14,13,0.316,0.262,0.256,60,190
690993,Colt Keith,116,22,3,1,2,2,1,0.136,0.492,43,9,5,0.209,0.808,226,56,5,0.248,0.658,1,1,2,4,8,6,0.189,0.091,0.085,45,238
805808,Kevin McGonigle,116,25,7,0,2,8,6,0.28,0.739,50,16,2,0.32,0.952,306,87,6,0.284,0.814,0,0,5,11,13,5,0.139,0.161,0.149,50,360
663837,Matt Vierling,116,22,5,0,2,3,0,0.227,0.5,42,8,1,0.19,0.495,212,43,5,0.203,0.597,0,1,4,7,11,4,0.166,0.163,0.156,38,229
665953,Andrés Chaparro,120,16,3,0,1,5,2,0.188,0.528,23,4,0,0.174,0.582,43,7,0,0.163,0.554,0,0,2,3,4,2,0.226,0.25,0.276,12,53
682985,Riley Greene,116,26,6,1,1,5,4,0.231,0.718,53,12,1,0.226,0.619,305,87,9,0.285,0.805,0,1,5,8,12,6,0.272,0.217,0.234,95,349
679529,Spencer Torkelson,116,23,5,1,4,9,3,0.217,0.743,47,11,2,0.234,0.78,281,60,13,0.214,0.721,1,1,4,10,17,8,0.33,0.278,0.31,105,318
695578,James Wood,120,30,3,1,1,16,3,0.1,0.415,56,8,1,0.143,0.494,330,85,21,0.258,0.887,1,1,3,6,12,7,0.312,0.403,0.373,123,394
686452,Drew Millas,120,24,5,0,1,8,2,0.208,0.519,44,9,1,0.205,0.55,118,22,2,0.186,0.521,0,1,4,7,11,5,0.242,0.191,0.173,31,128
682928,CJ Abrams,120,23,3,0,2,10,2,0.13,0.374,52,10,3,0.192,0.645,306,84,17,0.275,0.848,0,3,1,7,18,2,0.226,0.296,0.276,76,337
671277,Luis García Jr.,120,22,11,6,9,1,4,0.5,1.986,46,17,7,0.37,1.29,261,73,16,0.28,0.851,4,7,9,13,36,23,0.15,0.14,0.132,41,273
695734,Daylen Lile,120,25,5,0,2,6,0,0.2,0.48,49,8,0,0.163,0.404,327,81,8,0.248,0.693,0,0,4,6,8,6,0.174,0.16,0.148,61,351
686611,Dylan Crews,120,27,7,0,0,8,2,0.259,0.606,54,14,2,0.259,0.712,137,30,5,0.219,0.606,0,1,5,12,18,6,0.22,0.25,0.23,31,141
696285,Jacob Young,120,21,3,0,2,6,0,0.143,0.333,41,6,0,0.146,0.387,253,56,8,0.221,0.625,0,0,2,4,5,3,0.196,0.238,0.255,52,265
683083,Nasim Nuñez,120,19,3,0,3,11,2,0.158,0.396,40,16,0,0.4,0.992,239,56,0,0.234,0.591,0,0,2,9,10,2,0.243,0.289,0.306,65,267
678391,Jorbit Vivas,120,19,6,2,5,2,2,0.316,1.013,35,12,2,0.343,0.909,155,40,3,0.258,0.685,0,2,3,8,14,3,0.135,0.079,0.073,23,170
678554,Curtis Mead,120,26,6,2,3,8,0,0.231,0.731,49,10,4,0.204,0.704,220,50,14,0.227,0.78,1,3,5,8,18,9,0.19,0.255,0.236,47,247
677588,José Tena,120,16,4,0,2,7,2,0.25,0.833,31,7,0,0.226,0.649,150,33,3,0.22,0.64,0,0,2,5,9,5,0.335,0.382,0.378,54,161
660688,Keibert Ruiz,120,23,6,0,1,5,2,0.261,0.624,49,14,1,0.286,0.681,176,49,6,0.278,0.768,0,0,3,9,10,3,0.137,0.118,0.111,25,182
701358,Cam Smith,117,24,6,4,6,4,1,0.25,1.03,48,12,4,0.25,0.822,284,63,11,0.222,0.679,3,4,4,7,19,13,0.26,0.14,0.167,81,312
694728,Brice Matthews,117,17,1,0,0,8,1,0.059,0.17,30,2,0,0.067,0.225,192,37,6,0.193,0.567,0,0,0,1,1,0,0.332,0.406,0.361,68,205
694388,Joey Loperfido,117,16,2,1,4,6,2,0.125,0.66,34,5,1,0.147,0.59,99,21,1,0.212,0.643,0,1,0,3,8,0,0.257,0.184,0.179,29,113
514888,Jose Altuve,117,29,7,0,1,4,2,0.241,0.566,57,14,3,0.246,0.71,242,57,8,0.236,0.689,0,1,3,11,16,3,0.218,0.22,0.203,58,266
677951,Bobby Witt Jr.,118,23,7,1,5,4,5,0.304,0.907,52,16,1,0.308,0.813,309,89,10,0.288,0.82,1,1,4,13,19,8,0.173,0.136,0.141,60,346
543877,Christian Vázquez,117,19,3,0,0,4,1,0.158,0.358,38,5,0,0.132,0.333,162,35,4,0.216,0.601,0,0,2,3,3,2,0.166,0.175,0.186,29,175
670623,Isaac Paredes,117,29,9,1,7,3,2,0.31,0.838,52,19,2,0.365,0.989,288,73,11,0.253,0.754,1,1,6,14,19,10,0.165,0.121,0.129,53,321
670541,Yordan Alvarez,117,22,3,0,0,7,9,0.136,0.569,48,10,1,0.208,0.7,305,94,25,0.308,1.026,0,1,0,5,9,0,0.176,0.183,0.169,64,363
666211,Taylor Trammell,117,15,4,3,4,3,2,0.267,1.22,25,6,3,0.24,0.961,91,25,3,0.275,0.784,2,3,3,4,13,9,0.343,0.357,0.333,34,99
665161,Jeremy Peña,117,24,9,0,3,7,3,0.375,0.819,54,18,3,0.333,0.905,183,54,6,0.295,0.791,0,2,8,13,20,8,0.177,0.263,0.242,35,198
673237,Yainer Diaz,117,27,7,1,2,5,1,0.259,0.693,52,14,1,0.269,0.681,135,33,3,0.244,0.634,1,1,6,9,14,10,0.164,0.167,0.172,23,140
669397,Nick Allen,117,18,4,0,0,5,1,0.222,0.541,32,9,1,0.281,0.709,66,17,1,0.258,0.633,0,0,3,4,5,3,0.214,0.273,0.273,15,70
676694,Jake Meyers,117,13,2,0,0,3,1,0.154,0.445,28,4,0,0.143,0.414,132,27,3,0.205,0.579,0,0,2,3,5,3,0.211,0.267,0.235,30,142
695600,Carter Jensen,118,29,9,1,6,6,2,0.31,0.803,58,22,3,0.379,1.067,267,67,11,0.251,0.758,1,2,7,14,23,11,0.269,0.143,0.147,79,294
572233,Christian Walker,117,30,6,1,4,9,2,0.2,0.617,54,10,1,0.185,0.563,321,76,19,0.237,0.77,1,1,6,7,12,11,0.223,0.233,0.231,78,350
695506,Jac Caglianone,118,27,6,4,6,11,3,0.222,1.041,55,13,6,0.236,0.918,268,71,14,0.265,0.809,2,6,4,10,30,12,0.307,0.333,0.354,90,293
668942,Josh Rojas,118,14,3,1,2,2,0,0.214,0.714,15,4,1,0.267,0.8,15,4,1,0.267,0.8,1,1,2,4,8,5,0.133,0.133,0.133,2,15
670231,John Rave,118,15,4,1,1,6,2,0.267,1.086,15,4,1,0.267,1.122,15,4,1,0.267,1.122,0,1,1,4,11,2,0.333,0.333,0.333,6,18
686555,Isaac Collins,118,22,5,0,1,4,2,0.227,0.61,46,13,0,0.283,0.718,235,54,3,0.23,0.65,0,0,4,11,16,6,0.242,0.122,0.115,65,269
686681,Michael Massey,118,25,8,0,2,2,3,0.32,0.793,48,14,1,0.292,0.784,193,51,7,0.264,0.743,0,1,5,10,15,7,0.163,0.096,0.107,33,202
683146,Brett Baty,121,18,1,0,0,5,5,0.056,0.317,33,2,0,0.061,0.286,245,51,3,0.208,0.579,0,0,1,2,2,1,0.282,0.3,0.273,77,273
701807,Carson Benge,121,31,8,0,2,7,2,0.258,0.593,62,16,2,0.258,0.706,307,79,9,0.257,0.7,0,2,6,11,18,6,0.221,0.212,0.211,73,330
596019,Francisco Lindor,121,25,6,2,7,2,2,0.24,0.856,54,15,3,0.278,0.804,109,24,3,0.22,0.674,1,2,5,10,19,10,0.157,0.143,0.15,19,121
686475,Tyler Tolbert,118,15,3,0,1,3,2,0.2,0.494,23,5,0,0.217,0.497,32,7,0,0.219,0.525,0,0,3,4,4,3,0.278,0.28,0.276,10,36
657041,Lane Thomas,118,25,3,0,2,9,1,0.12,0.314,54,10,2,0.185,0.593,185,40,5,0.216,0.661,0,0,2,7,10,2,0.223,0.207,0.21,48,215
679845,Nick Loftin,118,26,6,2,4,4,0,0.231,0.693,48,12,2,0.25,0.752,139,33,3,0.237,0.724,1,2,4,8,16,7,0.141,0.157,0.161,22,156
521692,Salvador Perez,118,27,4,0,2,9,0,0.148,0.37,57,11,1,0.193,0.509,310,63,10,0.203,0.565,0,1,3,9,16,4,0.205,0.246,0.246,66,322
670224,Kameron Misner,118,16,3,0,1,7,0,0.188,0.438,32,9,0,0.281,0.615,32,9,0,0.281,0.615,0,0,2,6,7,3,0.394,0.394,0.394,13,33
805999,A.J. Ewing,121,22,8,2,6,1,4,0.364,1.144,44,13,2,0.295,0.904,149,41,4,0.275,0.777,1,2,6,10,17,9,0.249,0.096,0.105,42,169
682626,Francisco Alvarez,121,24,5,2,2,10,2,0.208,0.811,50,14,3,0.28,0.833,176,44,8,0.25,0.735,0,3,2,8,19,4,0.262,0.296,0.31,50,191
676572,Eric Wagaman,121,13,2,1,2,2,0,0.154,0.539,22,4,1,0.182,0.568,26,5,2,0.192,0.673,1,1,2,3,6,5,0.25,0.25,0.25,7,28
516782,Starling Marte,118,23,7,0,2,5,3,0.304,0.733,38,10,1,0.263,0.701,94,25,1,0.266,0.664,0,1,5,9,13,6,0.275,0.262,0.267,28,102
668901,Mark Vientos,121,19,1,1,1,8,3,0.053,0.393,37,7,3,0.189,0.7,230,48,10,0.209,0.623,1,2,1,4,10,4,0.245,0.317,0.31,59,241
665742,Juan Soto,121,20,6,0,1,2,8,0.3,0.95,45,17,2,0.378,1.147,236,71,17,0.301,0.977,0,2,5,12,22,8,0.125,0.085,0.079,35,279
666182,Bo Bichette,121,27,7,1,2,9,1,0.259,0.73,57,18,2,0.316,0.841,342,86,10,0.251,0.68,0,2,4,10,18,5,0.19,0.25,0.262,69,364
677595,Ronny Mauricio,121,22,3,1,1,7,0,0.136,0.454,44,8,1,0.182,0.455,44,8,1,0.182,0.455,0,1,2,5,9,3,0.364,0.364,0.364,16,44
620443,Luis Torrens,121,16,3,0,0,5,2,0.188,0.466,40,8,1,0.2,0.538,140,30,1,0.214,0.552,0,0,1,6,6,1,0.224,0.238,0.239,33,147
676724,Jared Young,121,16,4,2,4,5,2,0.25,0.958,37,6,2,0.162,0.549,107,25,6,0.234,0.738,1,2,3,5,11,6,0.222,0.25,0.227,26,117
621438,Tyrone Taylor,121,10,3,0,0,3,1,0.3,0.764,31,6,1,0.194,0.574,99,20,3,0.202,0.558,0,1,3,6,11,4,0.186,0.25,0.229,19,102
